DISPOSITION,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Discharged to home or self care (routine discharge),18379,18136,17181,17819,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to a Critical Access Hospital (CAH) with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,1106,1077,998,1097,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital with a Planned Acute Care Hospital Inpatient Readmission,27,23,21,0,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to a federal health care facility,0,1,1,0,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),2,0,1,2,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to a Medicare certified Long Term Care Hospital (LTCH) with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,STANFORD HEALTH CARE #430905,Emergency Department
"Discharged/Transferred to a Nursing Facility certified under Medicaid (Medi-Cal), but not certified under Medicare with a Planned Acute Care Hospital Inpatient Readmission",1,2,0,0,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,63,58,52,53,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to a Psychiatric Hospital or Psychiatric Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,9,7,5,0,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,160,137,119,165,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to a Short Term General Hospital for Inpatient Care with a Planned Acute Care Hospital Inpatient Readmission,6,5,11,0,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,3,5,5,4,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to an Inpatient Rehabilitation Facility (IRF) including Rehabilitation Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,24,33,35,54,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to Court/Law Enforcement,16,21,13,13,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to Home or Self Care with a Planned Acute Care Hospital Inpatient Readmission,0,3,0,0,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,32,33,67,41,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to home under care of organized home health service organization with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,68,104,95,101,STANFORD HEALTH CARE #430905,Emergency Department
Discharged/Transferred to Skilled Nursing Facility (SNF) with Medicare Certification with a Planned Acute Care Hospital Inpatient Readmission,1,3,3,0,STANFORD HEALTH CARE #430905,Emergency Department
Expired,16,14,15,13,STANFORD HEALTH CARE #430905,Emergency Department
Not Provided/Blank,0,1,0,44,STANFORD HEALTH CARE #430905,Emergency Department
Discharged home with hospice care,2,0,2,3,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged to home or self care (routine discharge),7465,7819,7451,7250,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,5,4,4,5,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital with a Planned Acute Care Hospital Inpatient Readmission,2,3,1,0,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to a federal health care facility,0,0,2,2,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),9,0,0,0,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to a Medicare certified Long Term Care Hospital (LTCH) with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
"Discharged/Transferred to a Nursing Facility certified under Medicaid (Medi-Cal), but not certified under Medicare with a Planned Acute Care Hospital Inpatient Readmission",1,0,0,0,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,120,124,113,121,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to a Psychiatric Hospital or Psychiatric Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,3,1,4,0,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,180,198,212,194,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to a Short Term General Hospital for Inpatient Care with a Planned Acute Care Hospital Inpatient Readmission,12,10,15,0,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,2,5,3,2,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,36,18,26,19,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to Court/Law Enforcement,328,324,404,324,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to Court/Law Enforcement with a Planned Acute Care Hospital Inpatient Readmission,1,0,1,0,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to Home or Self Care with a Planned Acute Care Hospital Inpatient Readmission,1,0,1,0,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,28,37,10,10,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to home under care of organized home health service organization with a Planned Acute Care Hospital Inpatient Readmission,6,2,3,0,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,70,73,87,98,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged/Transferred to Skilled Nursing Facility (SNF) with Medicare Certification with a Planned Acute Care Hospital Inpatient Readmission,2,1,3,0,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Expired,10,11,11,22,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Not Provided/Blank,0,0,0,40,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Discharged home with hospice care,2,1,0,0,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged to a medical facility with hospice care,0,2,1,0,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged to home or self care (routine discharge),5681,5978,5521,5431,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged/Transferred to a Critical Access Hospital (CAH),0,0,0,1,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,2,0,1,1,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,1,1,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,2,0,4,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,18,25,21,24,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,173,200,218,195,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,63,20,21,32,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged/Transferred to Court/Law Enforcement,165,185,198,223,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,92,14,15,15,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,23,22,30,20,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Error/Unknown,0,0,1,0,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Expired,4,4,7,6,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Left against medical advice or discontinued care,49,114,79,77,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Discharged home with hospice care,1,3,3,5,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged to a medical facility with hospice care,1,3,2,1,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged to home or self care (routine discharge),6431,7223,6828,6294,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged/Transferred to a Critical Access Hospital (CAH),2,1,0,1,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,3,3,1,1,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),3,4,3,2,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,1,1,2,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,61,61,97,73,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,214,213,270,230,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,7,7,8,5,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged/Transferred to Court/Law Enforcement,71,66,70,50,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,11,10,13,19,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,81,67,65,54,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Error/Unknown,0,0,1,0,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Expired,13,10,14,13,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Left against medical advice or discontinued care,81,88,94,61,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Discharged home with hospice care,0,1,0,3,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged to home or self care (routine discharge),3803,4435,4492,4109,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged/Transferred to a Critical Access Hospital (CAH),0,0,1,0,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,0,0,1,1,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged/Transferred to a federal health care facility,0,1,0,1,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,14,19,27,22,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,103,98,118,80,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,1,0,0,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,3,6,4,6,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged/Transferred to Court/Law Enforcement,48,49,47,59,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,2,11,14,3,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,26,13,20,30,SUTTER COAST HOSPITAL #084001,Emergency Department
Error/Unknown,0,0,3,0,SUTTER COAST HOSPITAL #084001,Emergency Department
Expired,8,6,10,5,SUTTER COAST HOSPITAL #084001,Emergency Department
Left against medical advice or discontinued care,92,102,91,90,SUTTER COAST HOSPITAL #084001,Emergency Department
Discharged home with hospice care,2,0,2,1,SUTTER DAVIS HOSPITAL #574010,Emergency Department
Discharged to a medical facility with hospice care,1,0,3,0,SUTTER DAVIS HOSPITAL #574010,Emergency Department
