EXPECTED PAYER SOURCE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Commercial Insurance Company,0,2,1,2,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Exclusive Provider Organization (EPO),5,13,4,10,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Health Maintenance Organization,281,421,393,373,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,54,37,53,56,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Medicaid (Medi-Cal),36,30,19,25,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Medicare Part B,25,35,28,24,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Point of Service (POS),2,24,29,38,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Preferred Provider Organization (PPO),179,178,215,227,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Self Pay,1,0,0,0,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Blank/Invalid,2,0,0,0,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
CHAMPUS (TRICARE),64,39,52,48,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Commercial Insurance Company,4,9,7,11,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Exclusive Provider Organization (EPO),18,19,22,30,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Health Maintenance Organization,1646,949,1578,1710,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,1229,1006,1163,1252,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Medicaid (Medi-Cal),313,858,290,235,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Medicare Part B,739,671,668,715,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Point of Service (POS),58,215,162,217,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Preferred Provider Organization (PPO),592,478,580,694,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Self Pay,17,0,0,0,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Veterans Affairs Plan,18,18,13,8,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Workers' Compensation Health Claim,24,34,23,47,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Other,4,0,0,0,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Medicaid (Medi-Cal),105,111,82,60,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Medicare Part B,669,473,549,469,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Preferred Provider Organization (PPO),182,152,133,113,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Self Pay,2,0,3,1,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Workers' Compensation Health Claim,14,12,10,12,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Other,9,9,7,2,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Other Non-federal programs,6,4,2,2,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Health Maintenance Organization,0,0,0,2,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,0,1,0,0,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Medicaid (Medi-Cal),2,2,0,1,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Medicare Part B,9,15,8,15,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Preferred Provider Organization (PPO),8,7,10,8,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Workers' Compensation Health Claim,8,7,4,2,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Blue Cross/Blue Shield,22,38,40,29,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
CHAMPUS (TRICARE),0,0,2,0,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Commercial Insurance Company,1,3,1,0,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Health Maintenance Organization,2,5,7,11,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,0,1,0,0,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Medicaid (Medi-Cal),64,91,85,92,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Point of Service (POS),0,3,1,5,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Preferred Provider Organization (PPO),1,0,1,2,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Self Pay,44,57,53,43,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Other,1,1,2,0,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Other federal program,3,0,3,3,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Other Non-federal programs,27,21,19,16,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Blue Cross/Blue Shield,41,40,52,57,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
CHAMPUS (TRICARE),1,7,3,3,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Commercial Insurance Company,8,8,9,7,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Health Maintenance Organization,59,49,58,80,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Medicaid (Medi-Cal),124,141,165,157,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Point of Service (POS),4,5,2,2,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Preferred Provider Organization (PPO),7,8,8,13,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Self Pay,14,23,22,25,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Title V,1,0,0,0,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Other,2,2,6,3,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Other federal program,1,2,0,0,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Other Non-federal programs,23,25,34,26,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Blue Cross/Blue Shield,3,2,1,0,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
CHAMPUS (TRICARE),2,0,0,1,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Commercial Insurance Company,2,1,1,3,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Exclusive Provider Organization (EPO),1,0,0,2,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Health Maintenance Organization,11,16,16,12,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,51,42,40,36,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Medicaid (Medi-Cal),46,32,45,41,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Medicare Part B,95,112,88,108,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Preferred Provider Organization (PPO),24,26,29,30,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Self Pay,0,1,0,2,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Veterans Affairs Plan,2,3,3,3,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Workers' Compensation Health Claim,1,0,2,1,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Other Non-federal programs,4,5,9,10,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Blue Cross/Blue Shield,117,149,142,127,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
CHAMPUS (TRICARE),1,2,0,0,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Commercial Insurance Company,49,48,44,31,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Health Maintenance Organization,42,44,56,52,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,2,5,3,1,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Medicaid (Medi-Cal),393,443,404,409,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Medicare Part B,380,384,424,401,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Preferred Provider Organization (PPO),149,149,133,119,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Self Pay,0,3,0,1,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Workers' Compensation Health Claim,1,4,5,1,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Other,5,14,4,9,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
CHAMPUS (TRICARE),0,0,1,2,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Commercial Insurance Company,1,6,2,9,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Health Maintenance Organization,26,24,27,34,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,53,39,40,67,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Medicaid (Medi-Cal),65,73,90,79,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Medicare Part B,127,106,99,108,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Point of Service (POS),4,4,2,1,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Preferred Provider Organization (PPO),50,44,49,58,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Self Pay,1,0,0,1,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Veterans Affairs Plan,0,2,1,0,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Workers' Compensation Health Claim,19,17,16,14,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Other,2,3,1,1,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Other Non-federal programs,23,22,15,13,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Blue Cross/Blue Shield,5,3,5,4,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Commercial Insurance Company,41,29,21,38,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Health Maintenance Organization,29,34,21,24,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,24,27,17,20,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Medicaid (Medi-Cal),144,128,126,148,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Medicare Part B,4,2,2,7,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Preferred Provider Organization (PPO),5,5,1,3,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Workers' Compensation Health Claim,2,3,1,0,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Blue Cross/Blue Shield,77,95,95,83,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Commercial Insurance Company,3,3,6,5,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Health Maintenance Organization,54,74,64,69,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,57,71,39,52,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Medicaid (Medi-Cal),427,426,370,424,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Medicare Part B,2,37,40,37,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Preferred Provider Organization (PPO),18,18,18,12,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Self Pay,5,3,1,2,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Workers' Compensation Health Claim,6,7,5,3,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Blue Cross/Blue Shield,3,5,2,2,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD #190380,Ambulatory Surgery
Commercial Insurance Company,0,0,1,0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD #190380,Ambulatory Surgery
Health Maintenance Organization,1,1,0,2,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD #190380,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,0,0,1,0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD #190380,Ambulatory Surgery
Medicaid (Medi-Cal),24,20,16,9,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD #190380,Ambulatory Surgery
Self Pay,0,1,0,0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD #190380,Ambulatory Surgery
Blue Cross/Blue Shield,29,27,27,42,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
CHAMPUS (TRICARE),35,47,40,50,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Commercial Insurance Company,2,1,0,2,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Health Maintenance Organization,264,284,275,311,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,234,295,259,263,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Medicaid (Medi-Cal),135,152,131,120,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Medicare Part B,133,113,109,100,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Preferred Provider Organization (PPO),18,10,24,20,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Self Pay,4,3,5,7,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Veterans Affairs Plan,4,1,3,3,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Workers' Compensation Health Claim,3,6,4,5,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Other,0,1,0,0,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Automobile Medical,0,1,1,0,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Blue Cross/Blue Shield,0,2,1,0,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
CHAMPUS (TRICARE),22,17,15,21,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Commercial Insurance Company,561,572,542,552,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Exclusive Provider Organization (EPO),2,0,1,0,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Health Maintenance Organization,349,386,337,353,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,790,859,857,868,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Medicaid (Medi-Cal),1429,1584,1520,1513,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Medicare Part A,0,1,0,0,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Medicare Part B,1448,1570,1513,1443,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Point of Service (POS),105,102,106,123,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Preferred Provider Organization (PPO),299,259,269,310,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Self Pay,12,9,12,10,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Veterans Affairs Plan,31,42,48,30,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Workers' Compensation Health Claim,172,181,159,188,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Other Non-federal programs,5,3,4,3,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Blue Cross/Blue Shield,11,8,8,20,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
CHAMPUS (TRICARE),1,2,0,1,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Commercial Insurance Company,12,14,8,10,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Exclusive Provider Organization (EPO),0,1,1,3,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Health Maintenance Organization,166,173,193,172,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,299,308,282,273,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Medicaid (Medi-Cal),397,421,419,351,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Medicare Part B,122,135,134,112,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Preferred Provider Organization (PPO),72,75,77,71,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Self Pay,0,1,0,1,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Veterans Affairs Plan,0,0,0,1,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Workers' Compensation Health Claim,13,14,20,13,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Other,4,18,3,16,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Other Non-federal programs,0,3,3,5,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Blank/Invalid,8,10,15,0,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Blue Cross/Blue Shield,3,11,2,8,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
CHAMPUS (TRICARE),1,0,1,1,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Commercial Insurance Company,3,1,1,1,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Exclusive Provider Organization (EPO),1,2,0,0,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Health Maintenance Organization,0,0,1,0,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,26,45,39,36,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Medicaid (Medi-Cal),155,67,70,103,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Medicare Part B,157,150,112,120,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Preferred Provider Organization (PPO),106,132,151,144,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Self Pay,6,8,5,5,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Veterans Affairs Plan,8,4,8,10,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Workers' Compensation Health Claim,26,21,21,20,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Other federal program,0,0,2,2,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Other Non-federal programs,11,25,18,16,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Blue Cross/Blue Shield,6,14,6,7,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Commercial Insurance Company,9,20,16,20,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Health Maintenance Organization,12,12,10,7,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,7,4,2,4,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Medicaid (Medi-Cal),128,144,152,121,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Medicare Part B,32,22,20,13,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Preferred Provider Organization (PPO),1,0,0,1,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Blue Cross/Blue Shield,6,8,12,10,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
CHAMPUS (TRICARE),11,6,9,6,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Commercial Insurance Company,3,2,1,0,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Exclusive Provider Organization (EPO),18,14,19,17,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Health Maintenance Organization,38,13,44,43,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,57,59,58,78,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Medicaid (Medi-Cal),42,58,47,41,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Medicare Part B,132,111,112,149,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Point of Service (POS),0,0,1,1,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Preferred Provider Organization (PPO),74,97,95,127,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Self Pay,1,0,0,0,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Workers' Compensation Health Claim,13,11,11,14,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Other,5,5,7,8,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Other Non-federal programs,6,1,4,0,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Blue Cross/Blue Shield,31,34,36,44,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
CHAMPUS (TRICARE),57,51,67,70,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Commercial Insurance Company,4,1,5,7,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Exclusive Provider Organization (EPO),42,43,40,53,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Health Maintenance Organization,82,106,118,116,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,246,304,339,380,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Medicaid (Medi-Cal),400,423,352,354,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Medicare Part A,1,0,1,0,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Medicare Part B,561,548,495,442,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Point of Service (POS),0,0,1,1,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Preferred Provider Organization (PPO),280,309,342,293,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Self Pay,3,5,9,4,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Workers' Compensation Health Claim,7,4,7,3,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Other,32,35,36,34,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Other Non-federal programs,13,14,15,16,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Blue Cross/Blue Shield,33,48,41,39,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
CHAMPUS (TRICARE),2,4,3,1,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Commercial Insurance Company,15,20,13,16,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Exclusive Provider Organization (EPO),0,1,3,3,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Health Maintenance Organization,138,150,169,170,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,475,520,516,488,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Medicaid (Medi-Cal),354,379,282,293,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Medicare Part B,639,565,593,543,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Point of Service (POS),1,0,0,0,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Preferred Provider Organization (PPO),219,191,218,190,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Self Pay,0,1,1,4,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
