AGE GROUPS,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
70 - 79,895,991,913,862,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Ambulatory Surgery
80 Years +,349,351,334,307,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Ambulatory Surgery
Under 1 Year,0,2,0,0,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
0 - 9,86,102,84,57,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
10--19,87,102,78,86,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
20 - 29,147,155,142,154,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
30 - 39,280,303,282,257,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
40 - 49,386,432,447,459,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
50 - 59,529,554,549,584,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
60 - 69,801,735,754,775,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
70 - 79,779,709,709,715,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
80 Years +,314,377,372,326,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
Under 1 Year,0,1,0,1,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
0 - 9,14,38,30,82,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
10--19,61,90,60,211,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
20 - 29,62,63,78,203,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
30 - 39,106,169,168,443,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
40 - 49,368,480,515,1363,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
50 - 59,488,578,615,1681,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
60 - 69,444,497,538,1479,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
70 - 79,261,303,318,882,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
80 Years +,88,100,103,291,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
0 - 9,2,1,1,0,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
10--19,16,12,16,13,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
20 - 29,50,52,56,55,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
30 - 39,104,113,129,130,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
40 - 49,142,159,157,158,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
50 - 59,198,201,196,216,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
60 - 69,347,355,376,400,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
70 - 79,420,474,435,459,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
80 Years +,181,174,185,187,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
10--19,3,1,5,3,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
20 - 29,14,20,11,11,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
30 - 39,33,35,26,35,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
40 - 49,57,45,49,47,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
50 - 59,80,81,96,87,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
60 - 69,142,125,124,129,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
70 - 79,134,117,113,104,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
80 Years +,54,40,50,52,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
0 - 9,0,1,2,0,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
10--19,10,25,12,18,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
20 - 29,30,29,35,44,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
30 - 39,56,60,60,63,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
40 - 49,74,70,71,75,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
50 - 59,121,59,96,87,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
60 - 69,89,65,87,127,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
70 - 79,64,61,76,81,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
80 Years +,28,28,32,26,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
0 - 9,2,0,4,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
10--19,21,14,15,25,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
20 - 29,55,49,54,46,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
30 - 39,78,85,85,91,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
40 - 49,120,175,168,184,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
50 - 59,185,227,254,239,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
60 - 69,197,232,287,285,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
70 - 79,163,172,228,155,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
80 Years +,55,65,67,69,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
Under 1 Year,1,3,8,6,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
0 - 9,6,6,6,2,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
10--19,44,41,41,36,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
20 - 29,131,95,95,115,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
30 - 39,195,191,183,244,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
40 - 49,318,272,275,349,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
50 - 59,325,312,253,382,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
60 - 69,379,382,370,431,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
70 - 79,276,307,340,346,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
80 Years +,63,86,77,95,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
10--19,10,5,13,5,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
20 - 29,21,21,20,14,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
30 - 39,29,40,36,22,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
40 - 49,40,36,62,32,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
50 - 59,80,56,93,74,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
60 - 69,135,118,141,116,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
70 - 79,90,128,98,105,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
80 Years +,41,49,57,57,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
0 - 9,1,0,8,6,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
10--19,12,16,23,20,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
20 - 29,65,64,62,59,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
30 - 39,121,117,116,113,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
40 - 49,180,203,222,247,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
50 - 59,274,271,313,282,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
60 - 69,445,384,390,416,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
70 - 79,296,285,326,316,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
80 Years +,98,88,102,87,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
Under 1 Year,8,6,7,8,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
0 - 9,56,67,94,56,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
10--19,86,80,96,87,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
20 - 29,210,202,170,180,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
30 - 39,711,545,365,365,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
40 - 49,785,636,500,528,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
50 - 59,1022,902,763,797,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
60 - 69,1624,1481,1219,1319,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
70 - 79,1813,1690,1395,1357,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
80 Years +,1600,1508,1220,1172,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
10--19,1,5,7,4,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
20 - 29,47,49,34,36,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
30 - 39,61,88,71,85,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
40 - 49,88,134,127,120,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
50 - 59,194,213,207,190,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
60 - 69,336,358,337,330,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
70 - 79,316,323,334,360,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
80 Years +,149,171,171,170,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
10--19,0,0,1,1,TRINITY HOSPITAL #531059,Ambulatory Surgery
20 - 29,1,6,2,1,TRINITY HOSPITAL #531059,Ambulatory Surgery
30 - 39,0,3,6,4,TRINITY HOSPITAL #531059,Ambulatory Surgery
40 - 49,11,13,14,3,TRINITY HOSPITAL #531059,Ambulatory Surgery
50 - 59,10,20,19,13,TRINITY HOSPITAL #531059,Ambulatory Surgery
60 - 69,18,46,30,13,TRINITY HOSPITAL #531059,Ambulatory Surgery
70 - 79,7,33,24,11,TRINITY HOSPITAL #531059,Ambulatory Surgery
80 Years +,2,7,4,2,TRINITY HOSPITAL #531059,Ambulatory Surgery
Under 1 Year,9,5,13,8,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
0 - 9,44,73,54,47,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
10--19,127,141,156,145,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
20 - 29,906,1016,928,899,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
30 - 39,1615,1703,1644,1625,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
40 - 49,2199,2253,2401,2298,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
50 - 59,3130,3148,3214,3125,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
60 - 69,4344,4460,4508,4318,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
70 - 79,3696,3871,4062,3923,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
80 Years +,1330,1371,1485,1399,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
Under 1 Year,2,0,1,1,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
0 - 9,11,15,13,6,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
10--19,39,43,37,33,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
20 - 29,48,69,74,74,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
30 - 39,82,120,91,126,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
40 - 49,100,153,143,159,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
50 - 59,219,204,229,243,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
60 - 69,224,240,256,263,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
70 - 79,105,139,117,148,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
80 Years +,67,68,47,47,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
10--19,4,7,7,7,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
20 - 29,24,32,31,35,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
30 - 39,60,47,72,67,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
40 - 49,83,103,89,129,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
50 - 59,201,222,221,221,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
60 - 69,329,340,346,352,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
70 - 79,302,315,281,311,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
80 Years +,131,144,138,133,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
10--19,15,15,6,6,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
20 - 29,67,75,75,59,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
30 - 39,99,101,91,74,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
40 - 49,168,184,209,180,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
50 - 59,330,319,298,310,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
60 - 69,381,370,359,350,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
70 - 79,177,209,204,173,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
80 Years +,65,58,78,78,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
Under 1 Year,57,76,52,41,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Ambulatory Surgery
0 - 9,900,988,926,725,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Ambulatory Surgery
10--19,626,637,584,535,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Ambulatory Surgery
20 - 29,25,32,25,21,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Ambulatory Surgery
30 - 39,0,1,0,0,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Ambulatory Surgery
0 - 9,0,0,1,0,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
10--19,6,10,10,12,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
20 - 29,77,72,57,73,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
30 - 39,85,51,57,65,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
40 - 49,60,57,53,60,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
50 - 59,88,94,69,84,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
60 - 69,94,78,76,79,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
70 - 79,45,48,43,54,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
80 Years +,22,22,19,13,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
10--19,14,22,19,15,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
20 - 29,25,42,22,23,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
30 - 39,38,37,39,41,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
40 - 49,49,55,38,43,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
50 - 59,80,86,84,80,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
60 - 69,126,126,138,147,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
70 - 79,146,140,155,154,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
80 Years +,87,80,80,86,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
Under 1 Year,83,74,59,76,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
0 - 9,812,801,827,764,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
10--19,677,747,782,742,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
20 - 29,715,795,818,646,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
30 - 39,2030,2005,1869,1824,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
40 - 49,2215,2214,2160,2074,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
50 - 59,2203,2219,2075,2069,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
60 - 69,2870,2804,2685,2462,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
70 - 79,2532,2534,2309,1921,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
80 Years +,892,914,802,663,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
Under 1 Year,41,36,34,38,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
0 - 9,533,527,541,497,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
10--19,394,390,431,413,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
20 - 29,322,340,381,350,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
30 - 39,545,588,613,596,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
40 - 49,727,810,787,753,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
50 - 59,987,1084,1113,1106,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
60 - 69,1591,1741,1696,1671,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
70 - 79,1789,1828,1707,1703,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
80 Years +,650,664,649,659,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
Under 1 Year,1,2,2,1,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
0 - 9,27,38,37,42,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
10--19,104,117,142,134,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
20 - 29,389,405,424,446,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
30 - 39,594,646,688,688,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
40 - 49,763,882,964,971,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
50 - 59,1261,1241,1347,1504,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
60 - 69,1839,1909,2027,2110,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
70 - 79,1683,1574,1709,1743,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
80 Years +,600,625,676,712,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
Under 1 Year,0,0,0,1,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
0 - 9,1,0,0,0,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
10--19,6,5,7,8,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
20 - 29,53,38,48,45,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
30 - 39,110,125,98,90,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
40 - 49,184,206,205,215,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
50 - 59,363,342,352,361,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
60 - 69,472,474,545,531,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
70 - 79,375,401,487,491,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
80 Years +,219,192,216,236,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
10--19,2,0,2,2,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
20 - 29,27,27,23,25,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
30 - 39,51,48,58,51,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
40 - 49,73,59,86,77,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
50 - 59,105,131,153,105,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
60 - 69,227,200,227,204,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
70 - 79,212,177,176,178,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
80 Years +,80,74,70,71,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
Under 1 Year,2,0,0,0,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
0 - 9,2,0,0,0,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
10--19,6,15,7,8,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
20 - 29,30,36,44,35,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
30 - 39,77,112,107,111,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
40 - 49,108,121,133,106,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
50 - 59,120,130,131,128,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
60 - 69,238,236,236,203,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
70 - 79,239,217,225,235,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
80 Years +,84,76,100,106,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
Under 1 Year,83,71,66,58,VALLEY CHILDREN'S HOSPITAL #204019,Ambulatory Surgery
0 - 9,1321,1089,1188,1075,VALLEY CHILDREN'S HOSPITAL #204019,Ambulatory Surgery
10--19,1205,1097,1163,1087,VALLEY CHILDREN'S HOSPITAL #204019,Ambulatory Surgery
20 - 29,21,15,18,12,VALLEY CHILDREN'S HOSPITAL #204019,Ambulatory Surgery
Under 1 Year,0,1,2,1,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
0 - 9,67,88,92,68,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
10--19,119,111,134,118,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
20 - 29,98,117,107,112,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
30 - 39,166,197,202,184,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
40 - 49,253,255,297,258,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
50 - 59,500,505,481,497,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
60 - 69,410,447,388,416,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
70 - 79,116,150,131,149,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
80 Years +,26,42,48,37,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
Under 1 Year,2,4,1,3,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
0 - 9,99,110,103,100,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
10--19,103,105,126,129,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
20 - 29,119,113,119,107,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
30 - 39,199,173,210,197,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
40 - 49,318,293,282,315,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
50 - 59,402,358,344,379,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
60 - 69,338,340,327,313,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
70 - 79,82,112,120,115,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
80 Years +,23,27,23,25,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
20 - 29,0,1,0,0,VIBRA HOSPITAL OF SACRAMENTO #344035,Ambulatory Surgery
40 - 49,2,1,1,0,VIBRA HOSPITAL OF SACRAMENTO #344035,Ambulatory Surgery
50 - 59,3,1,2,1,VIBRA HOSPITAL OF SACRAMENTO #344035,Ambulatory Surgery
60 - 69,0,1,4,0,VIBRA HOSPITAL OF SACRAMENTO #344035,Ambulatory Surgery
70 - 79,3,2,1,0,VIBRA HOSPITAL OF SACRAMENTO #344035,Ambulatory Surgery
80 Years +,2,1,0,2,VIBRA HOSPITAL OF SACRAMENTO #344035,Ambulatory Surgery
0 - 9,4,5,5,8,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
10--19,19,14,11,16,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
20 - 29,88,82,81,83,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
30 - 39,154,152,162,148,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
40 - 49,111,143,151,130,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
50 - 59,77,72,64,71,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
60 - 69,62,39,52,57,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
70 - 79,23,19,20,25,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
80 Years +,10,4,10,7,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
0 - 9,503,517,521,456,"VISALIA CHILDREN'S DENTAL SURGERY CENTER, INC. #544082",Ambulatory Surgery
10--19,28,21,36,24,"VISALIA CHILDREN'S DENTAL SURGERY CENTER, INC. #544082",Ambulatory Surgery
