DISPOSITION,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Discharged home with hospice care,0,0,0,1,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Discharged to a medical facility with hospice care,0,1,0,0,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Discharged to home or self care (routine discharge),187,159,186,181,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,53,74,47,63,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,2,6,1,3,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Left against medical advice or discontinued care,0,0,0,1,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Discharged home with hospice care,1,2,1,7,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Discharged to home or self care (routine discharge),1119,1218,1167,1105,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,1,2,0,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,0,1,1,1,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,1,2,20,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,2,5,2,0,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,16,15,36,16,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,2,4,2,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Discharged home with hospice care,0,2,1,0,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Discharged to a medical facility with hospice care,0,0,1,0,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Discharged to home or self care (routine discharge),339,319,322,368,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,2,0,0,1,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,21,15,11,11,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,8,3,4,3,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,1,3,4,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Discharged to home or self care (routine discharge),251,230,193,242,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,0,0,0,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,2,1,1,2,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Discharged to home or self care (routine discharge),645,729,631,684,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,2,0,4,0,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,2,4,3,3,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Expired,0,1,0,0,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Discharged to home or self care (routine discharge),28,27,20,13,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD #190380,Ambulatory Surgery
Discharged to home or self care (routine discharge),857,936,871,920,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,3,2,0,1,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,0,0,4,1,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,2,2,1,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Discharged to a medical facility with hospice care,5,3,0,13,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Discharged to home or self care (routine discharge),5169,5537,5321,5287,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Discharged/Transferred to a Critical Access Hospital (CAH),0,0,0,3,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),1,0,4,4,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,0,0,1,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,0,1,0,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,12,3,3,41,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,3,13,13,12,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,0,1,0,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,17,20,30,36,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,12,8,10,10,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Left against medical advice or discontinued care,4,4,1,7,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Other,1,0,1,0,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Discharged to home or self care (routine discharge),1102,1175,1156,1043,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,1,0,0,0,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,1,1,2,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,1,0,0,0,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,1,2,2,2,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,4,3,2,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Left against medical advice or discontinued care,0,1,1,0,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Discharged home with hospice care,0,0,0,1,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Discharged to home or self care (routine discharge),501,464,431,461,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,1,0,0,3,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,1,0,0,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Left against medical advice or discontinued care,0,1,0,1,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Discharged to home or self care (routine discharge),194,215,205,171,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),1,0,1,0,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,1,0,0,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Discharged/Transferred to Home or Self Care with a Planned Acute Care Hospital Inpatient Readmission,0,0,0,1,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,0,0,1,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Discharged home with hospice care,0,1,0,0,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Discharged to home or self care (routine discharge),396,376,410,477,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,0,0,0,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,0,1,0,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,9,7,9,14,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,0,0,3,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Discharged/Transferred to Skilled Nursing Facility (SNF) with Medicare Certification with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Discharged to home or self care (routine discharge),1752,1865,1852,1807,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,0,1,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,0,0,0,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,0,4,0,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Discharged/Transferred to an Inpatient Rehabilitation Facility (IRF) including Rehabilitation Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,0,3,2,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,2,9,3,5,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,3,0,1,1,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Left against medical advice or discontinued care,0,2,0,1,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Other,1,0,0,0,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Discharged home with hospice care,2,0,0,0,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Discharged to home or self care (routine discharge),1878,1876,1828,1758,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,0,1,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,1,2,0,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,0,0,1,0,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,0,1,1,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,2,3,4,1,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,1,3,0,2,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,7,12,9,10,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,24,18,26,26,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,13,12,15,11,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Left against medical advice or discontinued care,2,3,4,3,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Discharged to home or self care (routine discharge),640,553,434,416,ST. LOUISE REGIONAL HOSPITAL #434138,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,10,8,15,9,ST. LOUISE REGIONAL HOSPITAL #434138,Ambulatory Surgery
Left against medical advice or discontinued care,1,0,0,0,ST. LOUISE REGIONAL HOSPITAL #434138,Ambulatory Surgery
Other,0,0,1,0,ST. LOUISE REGIONAL HOSPITAL #434138,Ambulatory Surgery
Discharged to home or self care (routine discharge),801,822,794,723,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),1,0,0,0,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,0,1,0,0,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,2,0,1,1,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,1,2,1,2,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,3,4,4,2,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Discharged home with hospice care,0,0,0,1,ST. ROSE HOSPITAL #010967,Ambulatory Surgery
Discharged to home or self care (routine discharge),198,169,166,170,ST. ROSE HOSPITAL #010967,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),3,0,3,1,ST. ROSE HOSPITAL #010967,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),10,11,6,13,ST. ROSE HOSPITAL #010967,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,1,0,0,1,ST. ROSE HOSPITAL #010967,Ambulatory Surgery
