EXPECTED PAYER SOURCE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Other federal program,5,4,4,2,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Emergency Department
Other Non-federal programs,79,74,86,79,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Emergency Department
Blank/Invalid,13,16,20,30,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Emergency Department
Blue Cross/Blue Shield,436,442,506,473,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
CHAMPUS (TRICARE),11,10,16,18,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Commercial Insurance Company,234,240,221,262,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Health Maintenance Organization,217,221,257,242,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,7,10,13,12,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Medicaid (Medi-Cal),5426,5873,5521,5877,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Medicare Part B,1197,1150,1206,1249,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Preferred Provider Organization (PPO),512,519,510,535,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Self Pay,199,258,284,298,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Workers' Compensation Health Claim,84,89,122,72,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Other,52,45,24,36,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Blue Cross/Blue Shield,0,1,0,1,SONOMA VALLEY HOSPITAL #491076,Emergency Department
CHAMPUS (TRICARE),7,16,2,9,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Commercial Insurance Company,11,3,6,2,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Exclusive Provider Organization (EPO),4,7,3,0,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Health Maintenance Organization,210,242,250,222,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,346,379,427,404,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Medicaid (Medi-Cal),795,909,793,833,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Medicare Part A,0,0,1,0,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Medicare Part B,484,525,586,582,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Point of Service (POS),14,19,28,19,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Preferred Provider Organization (PPO),251,278,292,240,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Self Pay,100,102,90,47,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Veterans Affairs Plan,25,13,17,22,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Workers' Compensation Health Claim,37,47,50,34,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Other Non-federal programs,3,19,8,5,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Blue Cross/Blue Shield,9,23,20,16,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
CHAMPUS (TRICARE),5,6,1,4,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Commercial Insurance Company,176,187,215,211,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Exclusive Provider Organization (EPO),17,12,9,13,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Health Maintenance Organization,148,147,162,159,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,185,150,136,143,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Medicaid (Medi-Cal),1950,1982,1906,1704,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Medicare Part B,98,101,76,79,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Preferred Provider Organization (PPO),136,144,121,137,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Self Pay,303,370,390,341,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Veterans Affairs Plan,3,7,5,1,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Workers' Compensation Health Claim,30,11,20,26,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Other Non-federal programs,3,1,3,1,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Blank/Invalid,16,29,1,3,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Blue Cross/Blue Shield,204,220,184,213,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
CHAMPUS (TRICARE),1,2,5,0,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Commercial Insurance Company,53,61,87,69,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Health Maintenance Organization,188,198,190,212,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,173,169,182,168,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Medicaid (Medi-Cal),1824,1455,1250,1335,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Medicare Part B,6,340,312,330,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Preferred Provider Organization (PPO),92,110,113,85,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Self Pay,444,309,312,241,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Workers' Compensation Health Claim,27,26,37,29,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Other federal program,8,8,2,2,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Blank/Invalid,7,8,11,1,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Automobile Medical,52,44,36,34,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Blue Cross/Blue Shield,515,467,547,513,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
CHAMPUS (TRICARE),1117,1108,1028,1130,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Commercial Insurance Company,65,66,68,78,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Health Maintenance Organization,6071,6387,6246,6506,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,2560,2690,2811,2753,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Medicaid (Medi-Cal),10188,10502,10199,11235,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Medicare Part B,977,1004,1083,1065,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Preferred Provider Organization (PPO),394,355,442,427,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Self Pay,1719,1823,1795,1834,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Veterans Affairs Plan,56,60,84,103,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Workers' Compensation Health Claim,237,207,240,191,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Other,0,1,0,0,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Other federal program,2,4,0,3,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Other Non-federal programs,32,31,43,33,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Automobile Medical,189,258,226,304,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Blue Cross/Blue Shield,3,8,2,9,ST. AGNES MEDICAL CENTER #100899,Emergency Department
CHAMPUS (TRICARE),57,70,61,57,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Commercial Insurance Company,1196,1313,1482,1386,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Exclusive Provider Organization (EPO),6,5,8,12,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Health Maintenance Organization,609,732,631,666,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,1480,1759,1776,1886,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Medicaid (Medi-Cal),8698,9583,9875,9372,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Medicare Part A,2,1,7,1,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Medicare Part B,1994,2047,2176,2229,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Point of Service (POS),204,252,236,341,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Preferred Provider Organization (PPO),570,566,654,650,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Self Pay,473,574,571,600,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Veterans Affairs Plan,46,40,65,49,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Workers' Compensation Health Claim,243,283,313,277,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Other Non-federal programs,14,35,15,11,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Blue Cross/Blue Shield,51,58,54,54,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
CHAMPUS (TRICARE),10,19,15,17,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Commercial Insurance Company,57,105,93,99,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Exclusive Provider Organization (EPO),2,7,7,3,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Health Maintenance Organization,807,850,835,831,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,1927,1885,2070,2027,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Medicaid (Medi-Cal),10606,10968,10599,10594,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Medicare Part B,938,999,923,972,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Point of Service (POS),0,0,0,1,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Preferred Provider Organization (PPO),717,655,686,705,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Self Pay,921,947,1050,1151,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Title V,1,0,0,0,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Veterans Affairs Plan,21,15,14,14,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Workers' Compensation Health Claim,39,43,39,30,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Other,50,2,11,3,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Other federal program,2,3,3,2,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Other Non-federal programs,3,6,7,7,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Blank/Invalid,47,119,152,176,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Blue Cross/Blue Shield,23,41,46,45,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
CHAMPUS (TRICARE),21,22,22,16,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Commercial Insurance Company,26,24,17,21,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Error/Unknown,2,0,0,1,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Exclusive Provider Organization (EPO),9,5,3,4,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Health Maintenance Organization,32,32,44,16,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,412,408,465,453,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Medicaid (Medi-Cal),3993,4465,4143,3922,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Medicare Part B,1359,1349,1302,1224,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Preferred Provider Organization (PPO),1087,1018,1049,1021,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Self Pay,180,224,216,217,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Veterans Affairs Plan,101,101,117,109,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Workers' Compensation Health Claim,109,101,140,105,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Other,0,1,0,0,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Other federal program,15,19,14,19,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Other Non-federal programs,56,57,60,74,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Blank/Invalid,0,2,4,0,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Blue Cross/Blue Shield,1379,1437,1511,1611,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
CHAMPUS (TRICARE),10,24,14,16,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Commercial Insurance Company,414,433,599,738,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Health Maintenance Organization,2192,2146,1905,2017,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,287,334,291,265,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Medicaid (Medi-Cal),7487,7965,7993,8129,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Medicare Part A,5,7,0,0,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Medicare Part B,470,528,552,569,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Preferred Provider Organization (PPO),94,99,74,103,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Self Pay,109,124,105,88,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Veterans Affairs Plan,10,10,10,15,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Workers' Compensation Health Claim,39,51,51,46,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Other Non-federal programs,68,65,61,71,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Blue Cross/Blue Shield,78,107,136,87,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
CHAMPUS (TRICARE),363,308,338,350,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Commercial Insurance Company,41,35,33,36,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Exclusive Provider Organization (EPO),146,160,153,157,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Health Maintenance Organization,431,415,478,453,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,544,609,639,603,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Medicaid (Medi-Cal),2144,2163,2179,2223,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Medicare Part A,0,0,1,1,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Medicare Part B,1071,1105,1169,1159,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Point of Service (POS),9,8,5,2,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Preferred Provider Organization (PPO),1094,1139,1142,1224,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Self Pay,235,230,242,259,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Title V,0,0,0,1,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Workers' Compensation Health Claim,79,60,67,67,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Other,124,127,134,135,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Other Non-federal programs,36,41,49,43,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Blue Cross/Blue Shield,86,75,95,94,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
CHAMPUS (TRICARE),436,421,463,470,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Commercial Insurance Company,28,16,29,20,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Exclusive Provider Organization (EPO),176,179,149,185,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Health Maintenance Organization,383,385,365,405,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,907,875,968,950,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Medicaid (Medi-Cal),7015,7055,6592,6945,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Medicare Part A,1,4,4,1,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Medicare Part B,1299,1254,1433,1323,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Point of Service (POS),7,3,6,5,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Preferred Provider Organization (PPO),1048,1038,1081,1026,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Self Pay,986,960,1087,1103,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Title V,29,39,53,74,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Veterans Affairs Plan,4,0,0,0,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Workers' Compensation Health Claim,19,13,9,12,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Other,249,248,250,257,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Other Non-federal programs,55,57,43,41,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Blue Cross/Blue Shield,139,148,121,147,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
CHAMPUS (TRICARE),24,25,20,47,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Commercial Insurance Company,306,248,260,242,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Exclusive Provider Organization (EPO),16,17,19,22,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Health Maintenance Organization,2669,2750,2505,2663,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,2281,2496,2757,2578,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Medicaid (Medi-Cal),10573,11062,10194,9567,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Medicare Part B,1904,2012,2050,2044,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Point of Service (POS),0,2,4,0,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Preferred Provider Organization (PPO),1232,1271,1199,1260,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Self Pay,1727,1813,1584,1263,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Veterans Affairs Plan,102,128,125,116,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Workers' Compensation Health Claim,85,87,83,110,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Other federal program,26,35,40,42,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Blank/Invalid,14,12,6,13,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Automobile Medical,1,2,6,1,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Blue Cross/Blue Shield,247,195,248,245,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
CHAMPUS (TRICARE),0,0,29,35,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Commercial Insurance Company,768,829,1011,925,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Health Maintenance Organization,1574,1582,136,119,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,294,265,0,0,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Medicaid (Medi-Cal),4591,4750,5156,5051,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Medicare Part A,10,9,5,9,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Medicare Part B,1144,1200,1196,1091,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Point of Service (POS),173,165,187,163,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
