AGE GROUPS,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
40 - 49,1634,1697,1660,1681,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
50 - 59,1393,1445,1521,1462,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
60 - 69,1077,1135,1146,1092,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
70 - 79,506,558,584,568,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
80 Years +,308,304,276,339,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Under 1 Year,71,53,92,83,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
-,0,1,0,0,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
1--9,629,615,536,670,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
10--19,653,652,666,719,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
20 - 29,851,840,901,900,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
30 - 39,862,901,926,881,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
40 - 49,632,672,665,677,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
50 - 59,608,625,699,629,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
60 - 69,653,636,681,692,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
70 - 79,650,724,713,728,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
80 Years +,786,788,886,821,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Under 1 Year,348,324,289,267,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
1--9,1607,1607,1099,1485,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
10--19,1377,1342,1342,1508,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
20 - 29,1888,2010,2051,2045,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
30 - 39,1904,1813,1954,2038,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
40 - 49,1456,1476,1523,1441,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
50 - 59,1323,1314,1320,1264,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
60 - 69,1206,1168,1349,1177,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
70 - 79,884,864,945,941,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
80 Years +,735,704,755,745,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Under 1 Year,629,580,557,494,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
-,10,17,10,11,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
1--9,2493,2594,1949,2038,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
10--19,1973,2030,1860,1704,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
20 - 29,3261,3387,3284,3113,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
30 - 39,3216,3476,3268,3160,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
40 - 49,2365,2370,2345,2143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
50 - 59,2320,2386,2317,2269,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
60 - 69,2249,2435,2380,2379,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
70 - 79,1534,1653,1738,1643,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
80 Years +,1048,1178,1259,1160,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Under 1 Year,214,219,210,239,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
1--9,1412,1409,1041,1252,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
10--19,1305,1413,1135,1155,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
20 - 29,1442,1614,1550,1451,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
30 - 39,1405,1423,1418,1287,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
40 - 49,1319,1293,1274,1168,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
50 - 59,1024,1014,981,961,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
60 - 69,948,987,1051,953,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
70 - 79,566,537,602,532,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
80 Years +,435,445,507,433,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Under 1 Year,113,104,123,172,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
-,4,4,8,6,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
1--9,686,676,562,812,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
10--19,776,859,833,917,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
20 - 29,1741,1980,1990,1998,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
30 - 39,2026,2240,2282,2307,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
40 - 49,1735,1841,1806,1760,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
50 - 59,1452,1549,1683,1574,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
60 - 69,1298,1342,1384,1333,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
70 - 79,556,679,665,694,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
80 Years +,314,346,347,356,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
Under 1 Year,59,55,47,73,ST. ROSE HOSPITAL #010967,Emergency Department
1--9,461,407,309,417,ST. ROSE HOSPITAL #010967,Emergency Department
10--19,459,478,455,544,ST. ROSE HOSPITAL #010967,Emergency Department
20 - 29,857,895,906,905,ST. ROSE HOSPITAL #010967,Emergency Department
30 - 39,911,899,991,953,ST. ROSE HOSPITAL #010967,Emergency Department
40 - 49,770,771,838,800,ST. ROSE HOSPITAL #010967,Emergency Department
50 - 59,742,601,671,700,ST. ROSE HOSPITAL #010967,Emergency Department
60 - 69,608,606,623,608,ST. ROSE HOSPITAL #010967,Emergency Department
70 - 79,338,314,313,343,ST. ROSE HOSPITAL #010967,Emergency Department
80 Years +,190,199,206,217,ST. ROSE HOSPITAL #010967,Emergency Department
Under 1 Year,914,907,838,998,STANFORD HEALTH CARE #430905,Emergency Department
-,5,3,4,8,STANFORD HEALTH CARE #430905,Emergency Department
1--9,4030,4009,3172,3921,STANFORD HEALTH CARE #430905,Emergency Department
10--19,2650,2480,2458,2559,STANFORD HEALTH CARE #430905,Emergency Department
20 - 29,2622,2547,2316,2317,STANFORD HEALTH CARE #430905,Emergency Department
30 - 39,2468,2466,2375,2398,STANFORD HEALTH CARE #430905,Emergency Department
40 - 49,1959,1902,1870,1863,STANFORD HEALTH CARE #430905,Emergency Department
50 - 59,1628,1540,1606,1578,STANFORD HEALTH CARE #430905,Emergency Department
60 - 69,1546,1670,1673,1512,STANFORD HEALTH CARE #430905,Emergency Department
70 - 79,1164,1254,1267,1247,STANFORD HEALTH CARE #430905,Emergency Department
80 Years +,934,892,1055,1013,STANFORD HEALTH CARE #430905,Emergency Department
Under 1 Year,137,115,142,141,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
-,2,0,1,3,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
1--9,680,676,521,575,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
10--19,629,719,627,609,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
20 - 29,919,985,967,942,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
30 - 39,1398,1330,1293,1168,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
40 - 49,1116,1104,1150,1181,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
50 - 59,977,1093,980,975,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
60 - 69,938,971,1037,966,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
70 - 79,747,846,820,756,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
80 Years +,740,792,816,774,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Under 1 Year,76,48,70,69,SUTTER AMADOR HOSPITAL #034002,Emergency Department
1--9,600,667,366,547,SUTTER AMADOR HOSPITAL #034002,Emergency Department
10--19,500,560,459,527,SUTTER AMADOR HOSPITAL #034002,Emergency Department
20 - 29,641,670,644,600,SUTTER AMADOR HOSPITAL #034002,Emergency Department
30 - 39,752,804,755,758,SUTTER AMADOR HOSPITAL #034002,Emergency Department
40 - 49,662,743,718,624,SUTTER AMADOR HOSPITAL #034002,Emergency Department
50 - 59,657,685,696,656,SUTTER AMADOR HOSPITAL #034002,Emergency Department
60 - 69,908,954,927,876,SUTTER AMADOR HOSPITAL #034002,Emergency Department
70 - 79,864,804,866,813,SUTTER AMADOR HOSPITAL #034002,Emergency Department
80 Years +,613,632,613,560,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Under 1 Year,68,74,69,50,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
1--9,548,578,400,476,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
10--19,631,666,691,576,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
20 - 29,714,753,792,705,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
30 - 39,932,964,884,802,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
40 - 49,718,864,783,773,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
50 - 59,725,854,855,684,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
60 - 69,1010,1119,1085,1029,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
70 - 79,911,1030,1036,948,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
80 Years +,723,858,875,768,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Under 1 Year,68,62,60,62,SUTTER COAST HOSPITAL #084001,Emergency Department
1--9,331,501,344,366,SUTTER COAST HOSPITAL #084001,Emergency Department
10--19,371,455,496,463,SUTTER COAST HOSPITAL #084001,Emergency Department
20 - 29,501,565,592,544,SUTTER COAST HOSPITAL #084001,Emergency Department
30 - 39,630,679,677,664,SUTTER COAST HOSPITAL #084001,Emergency Department
40 - 49,581,617,628,598,SUTTER COAST HOSPITAL #084001,Emergency Department
50 - 59,463,518,525,459,SUTTER COAST HOSPITAL #084001,Emergency Department
60 - 69,583,603,735,599,SUTTER COAST HOSPITAL #084001,Emergency Department
70 - 79,361,453,510,432,SUTTER COAST HOSPITAL #084001,Emergency Department
80 Years +,210,289,261,222,SUTTER COAST HOSPITAL #084001,Emergency Department
Under 1 Year,150,165,147,158,SUTTER DAVIS HOSPITAL #574010,Emergency Department
-,0,0,0,2,SUTTER DAVIS HOSPITAL #574010,Emergency Department
1--9,852,1076,756,849,SUTTER DAVIS HOSPITAL #574010,Emergency Department
10--19,1074,1226,929,1287,SUTTER DAVIS HOSPITAL #574010,Emergency Department
20 - 29,1918,2156,1737,1780,SUTTER DAVIS HOSPITAL #574010,Emergency Department
30 - 39,1077,1313,1174,1182,SUTTER DAVIS HOSPITAL #574010,Emergency Department
40 - 49,917,1133,1034,1000,SUTTER DAVIS HOSPITAL #574010,Emergency Department
50 - 59,738,833,865,792,SUTTER DAVIS HOSPITAL #574010,Emergency Department
60 - 69,801,827,895,797,SUTTER DAVIS HOSPITAL #574010,Emergency Department
70 - 79,622,682,673,680,SUTTER DAVIS HOSPITAL #574010,Emergency Department
80 Years +,577,602,584,570,SUTTER DAVIS HOSPITAL #574010,Emergency Department
Under 1 Year,230,198,200,218,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
-,2,0,2,0,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
1--9,1318,1512,1052,1192,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
10--19,1311,1407,1235,1209,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
20 - 29,1768,1822,1763,1767,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
30 - 39,1950,2160,1974,1931,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
40 - 49,1533,1572,1638,1590,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
50 - 59,1475,1472,1440,1371,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
60 - 69,1306,1465,1478,1452,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
70 - 79,809,880,855,804,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
80 Years +,557,542,509,554,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
Under 1 Year,84,87,80,72,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
-,0,0,1,0,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
1--9,488,542,434,459,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
10--19,524,480,548,470,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
20 - 29,577,674,648,571,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
30 - 39,714,760,794,730,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
40 - 49,626,636,734,655,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
50 - 59,564,591,611,552,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
60 - 69,689,779,877,689,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
70 - 79,516,594,617,605,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
80 Years +,291,339,342,337,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
Under 1 Year,968,893,859,914,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
-,1,1,0,0,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
1--9,3968,4037,3027,3681,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
10--19,2195,2326,1932,2177,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
20 - 29,3337,3467,3480,3525,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
30 - 39,4015,3996,4003,4059,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
40 - 49,2995,2893,3045,2879,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
50 - 59,2488,2454,2450,2401,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
60 - 69,2145,2103,2145,2155,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
70 - 79,1235,1200,1228,1333,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
80 Years +,800,825,822,841,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
Under 1 Year,466,411,420,408,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
1--9,2255,2360,1697,2169,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
10--19,2107,2260,2157,2196,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
20 - 29,2792,3013,2985,3086,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
30 - 39,3243,3329,3370,3254,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
40 - 49,2601,2814,2772,2710,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
50 - 59,2387,2538,2498,2274,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
60 - 69,2394,2518,2443,2283,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
70 - 79,2069,2126,2154,2101,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
80 Years +,1963,1990,2162,2023,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
Under 1 Year,199,178,178,186,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
-,0,1,0,0,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
1--9,852,924,649,730,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
10--19,754,870,817,814,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
20 - 29,1010,1162,1210,1095,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
30 - 39,1214,1400,1345,1265,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
40 - 49,1128,1153,1228,1138,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
50 - 59,975,1046,1049,1098,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
60 - 69,1109,1178,1243,1202,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
70 - 79,877,963,941,936,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
80 Years +,555,514,625,611,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
Under 1 Year,108,114,72,87,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
-,0,0,2,0,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
1--9,706,767,560,675,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
10--19,565,658,576,660,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
20 - 29,983,988,1027,1043,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
30 - 39,1123,1212,1113,1198,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
40 - 49,936,1012,938,967,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
50 - 59,899,921,909,923,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
60 - 69,957,889,889,940,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
70 - 79,639,604,588,570,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
80 Years +,360,354,337,319,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
Under 1 Year,219,204,190,189,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
-,0,1,0,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
1--9,1331,1417,991,1328,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
10--19,1236,1300,1121,1136,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
20 - 29,1316,1406,1366,1395,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
30 - 39,1481,1582,1560,1484,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
40 - 49,1276,1355,1266,1171,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
50 - 59,1000,1033,1008,968,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
60 - 69,803,838,887,834,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
70 - 79,591,593,577,597,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
80 Years +,400,446,426,423,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
Under 1 Year,56,38,43,33,TAHOE FOREST HOSPITAL #291053,Emergency Department
1--9,296,247,238,218,TAHOE FOREST HOSPITAL #291053,Emergency Department
10--19,418,325,410,334,TAHOE FOREST HOSPITAL #291053,Emergency Department
20 - 29,460,365,424,307,TAHOE FOREST HOSPITAL #291053,Emergency Department
30 - 39,474,377,477,402,TAHOE FOREST HOSPITAL #291053,Emergency Department
40 - 49,400,325,402,355,TAHOE FOREST HOSPITAL #291053,Emergency Department
50 - 59,345,326,419,279,TAHOE FOREST HOSPITAL #291053,Emergency Department
60 - 69,374,335,419,275,TAHOE FOREST HOSPITAL #291053,Emergency Department
70 - 79,255,276,382,251,TAHOE FOREST HOSPITAL #291053,Emergency Department
80 Years +,99,123,175,127,TAHOE FOREST HOSPITAL #291053,Emergency Department
Under 1 Year,72,59,78,75,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
1--9,567,555,445,595,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
10--19,881,945,847,909,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
20 - 29,1197,1289,1298,1363,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
30 - 39,1384,1370,1417,1349,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
40 - 49,1177,1191,1250,1258,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
50 - 59,1157,1221,1197,1123,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
60 - 69,1195,1249,1262,1262,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
70 - 79,913,970,1075,1080,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
80 Years +,724,702,789,805,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
Under 1 Year,384,358,323,398,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
1--9,2193,2031,1635,2309,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
10--19,1816,1855,1920,2017,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
20 - 29,2618,2658,2809,2795,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
30 - 39,2856,2957,2969,3089,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
40 - 49,2475,2552,2493,2523,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
50 - 59,2449,2404,2526,2479,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
60 - 69,2268,2486,2562,2583,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
70 - 79,1795,2031,2008,2040,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
80 Years +,1597,1699,1786,1800,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
Under 1 Year,79,78,66,78,TRI-CITY MEDICAL CENTER #370780,Emergency Department
1--9,495,536,487,572,TRI-CITY MEDICAL CENTER #370780,Emergency Department
10--19,671,701,738,792,TRI-CITY MEDICAL CENTER #370780,Emergency Department
20 - 29,1303,1473,1514,1428,TRI-CITY MEDICAL CENTER #370780,Emergency Department
30 - 39,1377,1580,1547,1558,TRI-CITY MEDICAL CENTER #370780,Emergency Department
40 - 49,1102,1181,1278,1200,TRI-CITY MEDICAL CENTER #370780,Emergency Department
50 - 59,1048,1097,1196,1067,TRI-CITY MEDICAL CENTER #370780,Emergency Department
60 - 69,1119,1122,1209,1198,TRI-CITY MEDICAL CENTER #370780,Emergency Department
70 - 79,771,892,897,877,TRI-CITY MEDICAL CENTER #370780,Emergency Department
80 Years +,757,794,800,848,TRI-CITY MEDICAL CENTER #370780,Emergency Department
Under 1 Year,17,13,16,13,TRINITY HOSPITAL #531059,Emergency Department
1--9,132,125,133,105,TRINITY HOSPITAL #531059,Emergency Department
10--19,86,137,113,102,TRINITY HOSPITAL #531059,Emergency Department
